chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2021-08-28,58,Love Again,Dua Lipa,5,58,63,False
2021-08-28,59,Ain't Shit,Doja Cat,8,24,47,False
2021-08-28,60,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,17,53,59,False
2021-08-28,61,You,Regard x Troye Sivan x Tate McRae,10,58,61,False
2021-08-28,62,Memory,Kane Brown X Blackbear,6,50,64,False
2021-08-28,63,You Should Probably Leave,Chris Stapleton,7,63,69,False
2021-08-28,64,Don't Go Yet,Camila Cabello,4,42,66,False
2021-08-28,65,Paralyzed,Sueco,1,65,0,True
2021-08-28,66,Permission To Dance,BTS,6,1,55,False
2021-08-28,67,I Was On A Boat That Day,Old Dominion,7,64,65,False
2021-08-28,68,Woman,Doja Cat,3,68,84,False
2021-08-28,69,Tombstone,Rod Wave,21,11,68,False
2021-08-28,70,My Boy,Elvie Shane,8,70,70,False
2021-08-28,71,Gyalis,Capella Grey,3,71,78,False
2021-08-28,72,Memory I Don't Mess With,Lee Brice,4,72,74,False
2021-08-28,73,Come Through,H.E.R. Featuring Chris Brown,11,64,71,False
2021-08-28,74,You Time,Scotty McCreery,3,74,81,False
2021-08-28,75,Get Into It (Yuh),Doja Cat,2,75,0,False
2021-08-28,76,Buy Dirt,Jordan Davis Featuring Luke Bryan,2,76,82,False
2021-08-28,77,Cold As You,Luke Combs,3,76,76,False
2021-08-28,78,Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert,1,78,0,True
2021-08-28,79,Papercuts,Machine Gun Kelly,1,79,0,True
2021-08-28,80,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",3,80,90,False
2021-08-28,81,Cold Heart (PNAU Remix),Elton John & Dua Lipa,1,81,0,True
2021-08-28,82,SUVs (Black On Black),Jack Harlow & Pooh Shiesty,2,67,67,False
2021-08-28,83,Straightenin,Migos,14,23,72,False
2021-08-28,84,Blame It On You,Jason Aldean,17,30,75,False
2021-08-28,85,AM,Nio Garcia X J Balvin X Bad Bunny,8,41,83,False
2021-08-28,86,Hats Off,"Lil Baby, Lil Durk & Travis Scott",11,16,87,False
2021-08-28,87,Knowing You,Kenny Chesney,2,87,93,False
2021-08-28,88,Over The Top,Smiley Featuring Drake,4,57,85,False
2021-08-28,89,Brainwashed,Tom MacDonald,1,89,0,True
2021-08-28,90,my.life,"J. Cole, 21 Savage & Morray",14,2,73,False
2021-08-28,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,1,91,0,True
2021-08-28,92,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",7,14,94,False
2021-08-28,93,Favorite Crime,Olivia Rodrigo,13,16,89,False
2021-08-28,94,Outside,MO3 X OG Bobby Billions,7,92,95,False
2021-08-28,95,Ball If I Want To,DaBaby,9,39,91,False
2021-08-28,96,Next Girl,Carly Pearce,4,86,96,False
2021-08-28,97,I Like Dat,T-Pain & Kehlani,1,97,0,True
2021-08-28,98,Steal My Love,Dan + Shay,1,98,0,True
2021-08-28,99,Repeat It,Lil Tecca & Gunna,2,80,80,False
2021-08-28,100,5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez",2,92,0,False
2021-09-04,1,Stay,The Kid Laroi & Justin Bieber,7,1,1,False
2021-09-04,2,Bad Habits,Ed Sheeran,9,2,2,False
2021-09-04,3,Good 4 U,Olivia Rodrigo,15,1,3,False
2021-09-04,4,Kiss Me More,Doja Cat Featuring SZA,20,3,5,False
2021-09-04,5,Industry Baby,Lil Nas X & Jack Harlow,5,2,7,False
2021-09-04,6,Levitating,Dua Lipa,47,2,6,False
2021-09-04,7,Butter,BTS,14,1,8,False
2021-09-04,8,Deja Vu,Olivia Rodrigo,21,3,9,False
2021-09-04,9,Montero (Call Me By Your Name),Lil Nas X,22,1,10,False
2021-09-04,10,Save Your Tears,The Weeknd & Ariana Grande,37,1,11,False
2021-09-04,11,Fancy Like,Walker Hayes,10,11,12,False
2021-09-04,12,You Right,Doja Cat & The Weeknd,9,11,17,False
2021-09-04,13,Essence,Wizkid Featuring Justin Bieber & Tems,8,13,16,False
2021-09-04,14,Need To Know,Doja Cat,11,14,20,False
2021-09-04,15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),25,1,15,False
2021-09-04,16,Take My Breath,The Weeknd,3,6,13,False
2021-09-04,17,Rumors,Lizzo Featuring Cardi B,2,4,4,False
2021-09-04,18,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,23,1,14,False
2021-09-04,19,Heartbreak Anniversary,Giveon,28,16,19,False
2021-09-04,20,Blinding Lights,The Weeknd,90,1,21,False
2021-09-04,21,Leave Before You Love Me,Marshmello X Jonas Brothers,14,19,23,False
2021-09-04,22,Happier Than Ever,Billie Eilish,4,11,18,False
2021-09-04,23,Forever After All,Luke Combs,44,2,25,False
2021-09-04,24,Waves,Luke Bryan,10,24,30,False
2021-09-04,25,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,17,20,24,False
2021-09-04,26,Pepas,Farruko,5,26,33,False
2021-09-04,27,Thot Shit,Megan Thee Stallion,11,16,27,False
2021-09-04,28,Traitor,Olivia Rodrigo,14,9,29,False
2021-09-04,29,Beggin',Maneskin,9,29,42,False
2021-09-04,30,Arcade,Duncan Laurence,20,30,38,False
2021-09-04,31,Late At Night,Roddy Ricch,12,20,26,False
2021-09-04,32,Things A Man Oughta Know,Lainey Wilson,15,32,37,False
2021-09-04,33,Heat Waves,Glass Animals,32,19,34,False
2021-09-04,34,Chasing After You,Ryan Hurd With Maren Morris,17,34,44,False
2021-09-04,35,Wockesha,Moneybagg Yo,18,33,35,False
2021-09-04,36,Glad You Exist,Dan + Shay,29,21,22,False
2021-09-04,37,Without You,The Kid Laroi,38,8,32,False
2021-09-04,38,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),4,14,31,False
2021-09-04,39,Astronaut In The Ocean,Masked Wolf,28,6,36,False
2021-09-04,40,Rapstar,Polo G,20,1,28,False
2021-09-04,41,We Didn't Have Much,Justin Moore,10,41,47,False
2021-09-04,42,Country Again,Thomas Rhett,17,42,43,False
2021-09-04,43,Famous Friends,Chris Young + Kane Brown,22,21,40,False
2021-09-04,44,If I Didn't Love You,Jason Aldean & Carrie Underwood,5,15,48,False
2021-09-04,45,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,8,45,50,False
2021-09-04,46,Lil Bit,Nelly & Florida Georgia Line,23,23,39,False
2021-09-04,47,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,25,13,41,False
2021-09-04,48,Summer Of Love,Shawn Mendes & Tainy,1,48,0,True
2021-09-04,49,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,1,49,0,True
2021-09-04,50,Whole Lotta Money,Bia Featuring Nicki Minaj,7,16,49,False
2021-09-04,51,2055,Sleepy Hallow,6,51,51,False
2021-09-04,52,A-O-K,Tai Verdes,8,52,55,False
2021-09-04,53,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,13,24,46,False
2021-09-04,54,Love Again,Dua Lipa,6,54,58,False
2021-09-04,55,Volvi,Aventura x Bad Bunny,4,22,45,False
2021-09-04,56,Rich MF,Trippie Redd Featuring Lil Durk & Polo G,1,56,0,True
2021-09-04,57,Todo de Ti,Rauw Alejandro,13,32,54,False
2021-09-04,58,Yonaguni,Bad Bunny,12,10,56,False
2021-09-04,59,Wild Side,Normani Featuring Cardi B,6,14,57,False
2021-09-04,60,Already Won,Rod Wave Featuring Lil Durk,1,60,0,True
2021-09-04,61,Single Saturday Night,Cole Swindell,17,26,52,False
2021-09-04,62,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,18,53,60,False
2021-09-04,63,I Was On A Boat That Day,Old Dominion,8,63,67,False
2021-09-04,64,Motley Crew,Post Malone,7,13,53,False
2021-09-04,65,Ain't Shit,Doja Cat,9,24,59,False
2021-09-04,66,Memory,Kane Brown X Blackbear,7,50,62,False
2021-09-04,67,Betrayal,Trippie Redd Featuring Drake,1,67,0,True
2021-09-04,68,Get Into It (Yuh),Doja Cat,3,68,75,False
2021-09-04,69,Don't Go,"Skrillex, Justin Bieber & Don Toliver",1,69,0,True
2021-09-04,70,Woman,Doja Cat,4,68,68,False
2021-09-04,71,Don't Go Yet,Camila Cabello,5,42,64,False
2021-09-04,72,Tombstone,Rod Wave,22,11,69,False
2021-09-04,73,One Mississippi,Kane Brown,1,73,0,True
2021-09-04,74,Gyalis,Capella Grey,4,71,71,False
2021-09-04,75,Visiting Hours,Ed Sheeran,1,75,0,True
2021-09-04,76,You Should Probably Leave,Chris Stapleton,8,63,63,False
2021-09-04,77,Memory I Don't Mess With,Lee Brice,5,72,72,False
2021-09-04,78,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,3,50,0,False
2021-09-04,79,Miss The Rage,Trippie Redd & Playboi Carti,11,11,0,False
2021-09-04,80,Cold As You,Luke Combs,4,76,77,False
2021-09-04,81,My Boy,Elvie Shane,9,70,70,False
2021-09-04,82,You,Regard x Troye Sivan x Tate McRae,11,58,61,False
2021-09-04,83,Come Through,H.E.R. Featuring Chris Brown,12,64,73,False
2021-09-04,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,3,76,76,False
2021-09-04,85,You Time,Scotty McCreery,4,74,74,False
2021-09-04,86,MP5,Trippie Redd Featuring SoFaygo,1,86,0,True
2021-09-04,87,Paralyzed,Sueco,2,65,65,False
2021-09-04,88,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",4,80,80,False
2021-09-04,89,Brutal,Olivia Rodrigo,11,12,0,False
2021-09-04,90,I Guess I'm In Love,Clinton Kane,1,90,0,True
2021-09-04,91,Get Ready,Rod Wave Featuring Kodak Black,1,91,0,True
2021-09-04,92,Danny Phantom,Trippie Redd Featuring XXXTENTACION,1,92,0,True
2021-09-04,93,What's Wrong,Rod Wave,1,93,0,True
2021-09-04,94,Demon Time,Trippie Redd Featuring Ski Mask The Slump God,1,94,0,True
2021-09-04,95,Knowing You,Kenny Chesney,3,87,87,False
2021-09-04,96,Tick Tock,Young Thug,1,96,0,True
2021-09-04,97,Permission To Dance,BTS,7,1,66,False
2021-09-04,98,AM,Nio Garcia X J Balvin X Bad Bunny,9,41,85,False
2021-09-04,99,Time Heals,Rod Wave,1,99,0,True
2021-09-04,100,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,2,91,91,False
2021-09-11,1,Butter,BTS,15,1,7,False
2021-09-11,2,Stay,The Kid Laroi & Justin Bieber,8,1,1,False
2021-09-11,3,Bad Habits,Ed Sheeran,10,2,2,False
2021-09-11,4,Good 4 U,Olivia Rodrigo,16,1,3,False
2021-09-11,5,Kiss Me More,Doja Cat Featuring SZA,21,3,4,False
2021-09-11,6,Hurricane,Kanye West,1,6,0,True
2021-09-11,7,Industry Baby,Lil Nas X & Jack Harlow,6,2,5,False
2021-09-11,8,Levitating,Dua Lipa,48,2,6,False
2021-09-11,9,Fancy Like,Walker Hayes,11,9,11,False
2021-09-11,10,Jail,Kanye West,1,10,0,True
2021-09-11,11,Off The Grid,Kanye West,1,11,0,True
2021-09-11,12,Ok Ok,Kanye West,1,12,0,True
2021-09-11,13,Deja Vu,Olivia Rodrigo,22,3,8,False
2021-09-11,14,Save Your Tears,The Weeknd & Ariana Grande,38,1,10,False
2021-09-11,15,Montero (Call Me By Your Name),Lil Nas X,23,1,9,False
2021-09-11,16,Junya,Kanye West,1,16,0,True
2021-09-11,17,Moon,Kanye West,1,17,0,True
2021-09-11,18,Family Ties,Baby Keem & Kendrick Lamar,1,18,0,True
2021-09-11,19,Essence,Wizkid Featuring Justin Bieber & Tems,9,13,13,False
2021-09-11,20,Praise God,Kanye West,1,20,0,True
2021-09-11,21,You Right,Doja Cat & The Weeknd,10,11,12,False
2021-09-11,22,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,1,22,0,True
2021-09-11,23,Heat Waves,Glass Animals,33,19,33,False
2021-09-11,24,Need To Know,Doja Cat,12,14,14,False
2021-09-11,25,Take My Breath,The Weeknd,4,6,16,False
2021-09-11,26,Jesus Lord,Kanye West,1,26,0,True
2021-09-11,27,Jonah,Kanye West,1,27,0,True
2021-09-11,28,Believe What I Say,Kanye West,1,28,0,True
2021-09-11,29,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),26,1,15,False
2021-09-11,30,God Breathed,Kanye West,1,30,0,True
2021-09-11,31,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,24,1,18,False
2021-09-11,32,Rumors,Lizzo Featuring Cardi B,3,4,17,False
2021-09-11,33,Leave Before You Love Me,Marshmello X Jonas Brothers,15,19,21,False
2021-09-11,34,Heartbreak Anniversary,Giveon,29,16,19,False
2021-09-11,35,Beggin',Maneskin,10,29,29,False
2021-09-11,36,Pepas,Farruko,6,26,26,False
2021-09-11,37,Waves,Luke Bryan,11,24,24,False
2021-09-11,38,Happier Than Ever,Billie Eilish,5,11,22,False
2021-09-11,39,Traitor,Olivia Rodrigo,15,9,28,False
2021-09-11,40,Remote Control,Kanye West,1,40,0,True
2021-09-11,41,Forever After All,Luke Combs,45,2,23,False
2021-09-11,42,Heaven And Hell,Kanye West,1,42,0,True
2021-09-11,43,24,Kanye West,1,43,0,True
2021-09-11,44,Arcade,Duncan Laurence,21,30,30,False
2021-09-11,45,Things A Man Oughta Know,Lainey Wilson,16,32,32,False
2021-09-11,46,Thot Shit,Megan Thee Stallion,12,16,27,False
2021-09-11,47,Chasing After You,Ryan Hurd With Maren Morris,18,34,34,False
2021-09-11,48,Late At Night,Roddy Ricch,13,20,31,False
2021-09-11,49,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,18,20,25,False
2021-09-11,50,If I Didn't Love You,Jason Aldean & Carrie Underwood,6,15,44,False
2021-09-11,51,Country Again,Thomas Rhett,18,42,42,False
2021-09-11,52,Pure Souls,Kanye West,1,52,0,True
2021-09-11,53,No Child Left Behind,Kanye West,1,53,0,True
2021-09-11,54,Wockesha,Moneybagg Yo,19,33,35,False
2021-09-11,55,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,9,45,45,False
2021-09-11,56,A-O-K,Tai Verdes,9,52,52,False
2021-09-11,57,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),5,14,38,False
2021-09-11,58,Donda,Kanye West,1,58,0,True
2021-09-11,59,Keep My Spirit Alive,Kanye West,1,59,0,True
2021-09-11,60,Whole Lotta Money,Bia Featuring Nicki Minaj,8,16,50,False
2021-09-11,61,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,14,24,53,False
2021-09-11,62,2055,Sleepy Hallow,7,51,51,False
2021-09-11,63,Jail Pt 2,Kanye West,1,63,0,True
2021-09-11,64,"I Am Not A Woman, I'm A God",Halsey,1,64,0,True
2021-09-11,65,We Didn't Have Much,Justin Moore,11,41,41,False
2021-09-11,66,Love Again,Dua Lipa,7,54,54,False
2021-09-11,67,I Was On A Boat That Day,Old Dominion,9,63,63,False
2021-09-11,68,New Again,Kanye West,1,68,0,True
2021-09-11,69,Todo de Ti,Rauw Alejandro,14,32,57,False
2021-09-11,70,Lord I Need You,Kanye West,1,70,0,True
2021-09-11,71,Wild Side,Normani Featuring Cardi B,7,14,59,False
2021-09-11,72,Volvi,Aventura x Bad Bunny,5,22,55,False
2021-09-11,73,Yonaguni,Bad Bunny,13,10,58,False
2021-09-11,74,Gyalis,Capella Grey,5,71,74,False
2021-09-11,75,Memory,Kane Brown X Blackbear,8,50,66,False
2021-09-11,76,Woman,Doja Cat,5,68,70,False
2021-09-11,77,Come To Life,Kanye West,1,77,0,True
2021-09-11,78,Memory I Don't Mess With,Lee Brice,6,72,77,False
2021-09-11,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,19,53,62,False
2021-09-11,80,Cold As You,Luke Combs,5,76,80,False
2021-09-11,81,Get Into It (Yuh),Doja Cat,4,68,68,False
2021-09-11,82,You Time,Scotty McCreery,5,74,85,False
2021-09-11,83,Single Saturday Night,Cole Swindell,18,26,61,False
2021-09-11,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,4,76,84,False
2021-09-11,85,Summer Of Love,Shawn Mendes & Tainy,2,48,48,False
2021-09-11,86,Motley Crew,Post Malone,8,13,64,False
2021-09-11,87,My Boy,Elvie Shane,10,70,81,False
2021-09-11,88,Ain't Shit,Doja Cat,10,24,65,False
2021-09-11,89,Don't Go Yet,Camila Cabello,6,42,71,False
2021-09-11,90,Tell The Vision,Kanye West,1,90,0,True
2021-09-11,91,You Should Probably Leave,Chris Stapleton,9,63,76,False
2021-09-11,92,Come Through,H.E.R. Featuring Chris Brown,13,64,83,False
2021-09-11,93,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,3,91,100,False
2021-09-11,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",5,80,88,False
2021-09-11,95,Knowing You,Kenny Chesney,4,87,95,False
2021-09-11,96,In Da Getto,J Balvin & Skrillex,1,96,0,True
2021-09-11,97,Brutal,Olivia Rodrigo,12,12,89,False
2021-09-11,98,AM,Nio Garcia X J Balvin X Bad Bunny,10,41,98,False
2021-09-11,99,Repeat It,Lil Tecca & Gunna,3,80,0,False
2021-09-11,100,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,2,49,49,False
2021-09-18,1,Way 2 Sexy,Drake Featuring Future & Young Thug,1,1,0,True
2021-09-18,2,Girls Want Girls,Drake Featuring Lil Baby,1,2,0,True
2021-09-18,3,Fair Trade,Drake Featuring Travis Scott,1,3,0,True
2021-09-18,4,Champagne Poetry,Drake,1,4,0,True
2021-09-18,5,Knife Talk,Drake Featuring 21 Savage & Project Pat,1,5,0,True
2021-09-18,6,Stay,The Kid Laroi & Justin Bieber,9,1,2,False
2021-09-18,7,In The Bible,Drake Featuring Lil Durk & Giveon,1,7,0,True
2021-09-18,8,Papi's Home,Drake,1,8,0,True
2021-09-18,9,TSU,Drake,1,9,0,True
2021-09-18,10,Love All,Drake Featuring Jay-Z,1,10,0,True
2021-09-18,11,No Friends In The Industry,Drake,1,11,0,True
2021-09-18,12,N 2 Deep,Drake Featuring Future,1,12,0,True
2021-09-18,13,Bad Habits,Ed Sheeran,11,2,3,False
2021-09-18,14,Pipe Down,Drake,1,14,0,True
2021-09-18,15,Good 4 U,Olivia Rodrigo,17,1,4,False
2021-09-18,16,7am On Bridle Path,Drake,1,16,0,True
2021-09-18,17,Butter,BTS,16,1,1,False
2021-09-18,18,Race My Mind,Drake,1,18,0,True
2021-09-18,19,Kiss Me More,Doja Cat Featuring SZA,22,3,5,False
2021-09-18,20,Industry Baby,Lil Nas X & Jack Harlow,7,2,7,False
2021-09-18,21,Fancy Like,Walker Hayes,12,9,9,False
2021-09-18,22,IMY2,Drake Featuring Kid Cudi,1,22,0,True
2021-09-18,23,Levitating,Dua Lipa,49,2,8,False
2021-09-18,24,Yebba's Heartbreak,Drake & Yebba,1,24,0,True
2021-09-18,25,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,1,25,0,True
2021-09-18,26,Fountains,Drake Featuring Tems,1,26,0,True
2021-09-18,27,Get Along Better,Drake Featuring Ty Dolla $ign,1,27,0,True
2021-09-18,28,Save Your Tears,The Weeknd & Ariana Grande,39,1,14,False
2021-09-18,29,Hurricane,Kanye West,2,6,6,False
2021-09-18,30,Montero (Call Me By Your Name),Lil Nas X,24,1,15,False
2021-09-18,31,Deja Vu,Olivia Rodrigo,23,3,13,False
2021-09-18,32,Fucking Fans,Drake,1,32,0,True
2021-09-18,33,Heat Waves,Glass Animals,34,19,23,False
2021-09-18,34,Essence,Wizkid Featuring Justin Bieber & Tems,10,13,19,False
2021-09-18,35,The Remorse,Drake,1,35,0,True
2021-09-18,36,You Right,Doja Cat & The Weeknd,11,11,21,False
2021-09-18,37,Take My Breath,The Weeknd,5,6,25,False
2021-09-18,38,Need To Know,Doja Cat,13,14,24,False
2021-09-18,39,Beggin',Maneskin,11,29,35,False
2021-09-18,40,Leave Before You Love Me,Marshmello X Jonas Brothers,16,19,33,False
2021-09-18,41,Off The Grid,Kanye West,2,11,11,False
2021-09-18,42,Happier Than Ever,Billie Eilish,6,11,38,False
2021-09-18,43,If I Didn't Love You,Jason Aldean & Carrie Underwood,7,15,50,False
2021-09-18,44,Family Ties,Baby Keem & Kendrick Lamar,2,18,18,False
2021-09-18,45,Pepas,Farruko,7,26,36,False
