chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2016-09-24,95,You Was Right,Lil Uzi Vert,9,89,92,False
2016-09-24,96,Caroline,Amine,1,96,0,True
2016-09-24,97,Sex With Me,Rihanna,3,97,0,False
2016-09-24,98,Fade,Kanye West,1,98,0,True
2016-09-24,99,Lockjaw,French Montana Featuring Kodak Black,10,73,96,False
2016-09-24,100,Famous,Kanye West,14,34,90,False
2016-10-01,1,Closer,The Chainsmokers Featuring Halsey,7,1,1,False
2016-10-01,2,Heathens,Twenty One Pilots,13,2,2,False
2016-10-01,3,Cold Water,Major Lazer Featuring Justin Bieber & Mo,8,2,3,False
2016-10-01,4,Cheap Thrills,Sia Featuring Sean Paul,31,1,4,False
2016-10-01,5,Don't Let Me Down,The Chainsmokers Featuring Daya,31,3,5,False
2016-10-01,6,Let Me Love You,DJ Snake Featuring Justin Bieber,6,6,12,False
2016-10-01,7,This Is What You Came For,Calvin Harris Featuring Rihanna,20,3,7,False
2016-10-01,8,Treat You Better,Shawn Mendes,15,8,13,False
2016-10-01,9,Ride,Twenty One Pilots,27,5,6,False
2016-10-01,10,Send My Love (To Your New Lover),Adele,18,8,8,False
2016-10-01,11,Needed Me,Rihanna,33,7,9,False
2016-10-01,12,Broccoli,D.R.A.M. Featuring Lil Yachty,14,12,14,False
2016-10-01,13,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,15,10,10,False
2016-10-01,14,One Dance,Drake Featuring Wizkid & Kyla,24,1,11,False
2016-10-01,15,Perfect Illusion,Lady Gaga,1,15,0,True
2016-10-01,16,Too Good,Drake Featuring Rihanna,20,14,17,False
2016-10-01,17,Into You,Ariana Grande,18,13,15,False
2016-10-01,18,Can't Stop The Feeling!,Justin Timberlake,19,1,16,False
2016-10-01,19,Side To Side,Ariana Grande Featuring Nicki Minaj,3,18,18,False
2016-10-01,20,Gold,Kiiara,17,20,20,False
2016-10-01,21,Luv,Tory Lanez,12,19,19,False
2016-10-01,22,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",12,15,21,False
2016-10-01,23,I Hate U I Love U,Gnash Featuring Olivia O'Brien,22,22,22,False
2016-10-01,24,The Greatest,Sia Featuring Kendrick Lamar,2,24,52,False
2016-10-01,25,Panda,Desiigner,30,1,24,False
2016-10-01,26,Hymn For The Weekend,Coldplay,16,26,26,False
2016-10-01,27,For Free,DJ Khaled Featuring Drake,15,13,23,False
2016-10-01,28,Never Be Like You,Flume Featuring Kai,24,20,25,False
2016-10-01,29,Unsteady,X Ambassadors,18,29,29,False
2016-10-01,30,Controlla,Drake,20,16,27,False
2016-10-01,31,This Girl,Kungs vs Cookin' On 3 Burners,8,30,30,False
2016-10-01,32,"Sit Still, Look Pretty",Daya,16,28,28,False
2016-10-01,33,Starving,Hailee Steinfeld & Grey Featuring Zedd,7,33,39,False
2016-10-01,34,Tiimmy Turner,Desiigner,8,34,34,False
2016-10-01,35,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,29,4,31,False
2016-10-01,36,Just Like Fire,P!nk,22,10,32,False
2016-10-01,37,No Limit,Usher Featuring Young Thug,12,33,36,False
2016-10-01,38,Stressed Out,Twenty One Pilots,52,2,37,False
2016-10-01,39,Peter Pan,Kelsea Ballerini,16,35,35,False
2016-10-01,40,Setting The World On Fire,Kenny Chesney Featuring P!nk,7,29,49,False
2016-10-01,41,Work,Rihanna Featuring Drake,34,1,38,False
2016-10-01,42,Different For Girls,Dierks Bentley Featuring Elle King,15,42,46,False
2016-10-01,43,I Took A Pill In Ibiza,Mike Posner,35,4,41,False
2016-10-01,44,Low Life,Future Featuring The Weeknd,32,18,44,False
2016-10-01,45,7 Years,Lukas Graham,35,2,45,False
2016-10-01,46,Mama Said,Lukas Graham,9,36,42,False
2016-10-01,47,Fade,Kanye West,2,47,98,False
2016-10-01,48,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,5,43,43,False
2016-10-01,49,H.O.L.Y.,Florida Georgia Line,20,14,40,False
2016-10-01,50,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,7,50,51,False
2016-10-01,51,In The Name Of Love,Martin Garrix & Bebe Rexha,5,51,56,False
2016-10-01,52,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,13,24,47,False
2016-10-01,53,Me Too,Meghan Trainor,18,13,48,False
2016-10-01,54,Money Longer,Lil Uzi Vert,14,54,57,False
2016-10-01,55,It Don't Hurt Like It Used To,Billy Currington,8,55,67,False
2016-10-01,56,"Father Stretch My Hands, Pt. 1",Kanye West,19,37,59,False
2016-10-01,57,Make You Miss Me,Sam Hunt,16,45,53,False
2016-10-01,58,Don't Mind,Kent Jones,20,8,50,False
2016-10-01,59,I Got The Keys,DJ Khaled Featuring Jay Z & Future,12,30,55,False
2016-10-01,60,Vice,Miranda Lambert,9,47,54,False
2016-10-01,61,You & Me,Marc E. Bassy Featuring G-Eazy,10,58,58,False
2016-10-01,62,Scars To Your Beautiful,Alessia Cara,3,62,79,False
2016-10-01,63,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,17,63,76,False
2016-10-01,64,Middle Of A Memory,Cole Swindell,8,64,68,False
2016-10-01,65,Rock On,Tucker Beathard,5,65,74,False
2016-10-01,66,THat Part,ScHoolboy Q Featuring Kanye West,15,40,61,False
2016-10-01,67,OOOUUU,Young M.A,3,67,82,False
2016-10-01,68,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,9,66,66,False
2016-10-01,69,A Little More Summertime,Jason Aldean,2,69,0,False
2016-10-01,70,Caroline,Amine,2,70,96,False
2016-10-01,71,I Met A Girl,William Michael Morgan,4,71,80,False
2016-10-01,72,Rise,Katy Perry,9,11,62,False
2016-10-01,73,Blue Ain't Your Color,Keith Urban,1,73,0,True
2016-10-01,74,Gangsta,Kehlani,6,41,63,False
2016-10-01,75,Deja Vu,Post Malone Featuring Justin Bieber,1,75,0,True
2016-10-01,76,Make Me...,Britney Spears Featuring G-Eazy,9,17,33,False
2016-10-01,77,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,13,62,70,False
2016-10-01,78,Purple Lamborghini,Skrillex & Rick Ross,8,33,72,False
2016-10-01,79,She's Got A Way With Words,Blake Shelton,12,61,71,False
2016-10-01,80,Move,Luke Bryan,4,80,88,False
2016-10-01,81,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,4,81,81,False
2016-10-01,82,Come And See Me,PARTYNEXTDOOR Featuring Drake,11,65,83,False
2016-10-01,83,1 Night,Lil Yachty,6,83,84,False
2016-10-01,84,My PYT,Wale,14,54,73,False
2016-10-01,85,I Know Somebody,LoCash,3,85,93,False
2016-10-01,86,May We All,Florida Georgia Line Featuring Tim McGraw,3,56,60,False
2016-10-01,87,Childs Play,Drake,14,49,77,False
2016-10-01,88,Hold Up,Beyonce,7,13,69,False
2016-10-01,89,Sleep Without You,Brett Young,1,89,0,True
2016-10-01,90,American Country Love Song,Jake Owen,17,55,64,False
2016-10-01,91,You Look Like I Need A Drink,Justin Moore,6,79,86,False
2016-10-01,92,With You Tonight / Hasta El Amanecer,Nicky Jam,17,73,78,False
2016-10-01,93,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",5,91,91,False
2016-10-01,94,Grass Ain't Greener,Chris Brown,3,71,90,False
2016-10-01,95,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",6,89,94,False
2016-10-01,96,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,96,0,True
2016-10-01,97,No Shopping,French Montana Featuring Drake,9,36,85,False
2016-10-01,98,X,21 Savage & Metro Boomin Featuring Future,1,98,0,True
2016-10-01,99,You Was Right,Lil Uzi Vert,10,89,95,False
2016-10-01,100,You Don't Own Me,Grace Featuring G-Eazy,17,57,87,False
2016-10-08,1,Closer,The Chainsmokers Featuring Halsey,8,1,1,False
2016-10-08,2,Heathens,Twenty One Pilots,14,2,2,False
2016-10-08,3,Cold Water,Major Lazer Featuring Justin Bieber & Mo,9,2,3,False
2016-10-08,4,Let Me Love You,DJ Snake Featuring Justin Bieber,7,4,6,False
2016-10-08,5,Cheap Thrills,Sia Featuring Sean Paul,32,1,4,False
2016-10-08,6,Treat You Better,Shawn Mendes,16,6,8,False
2016-10-08,7,Don't Let Me Down,The Chainsmokers Featuring Daya,32,3,5,False
2016-10-08,8,Broccoli,D.R.A.M. Featuring Lil Yachty,15,8,12,False
2016-10-08,9,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,16,9,13,False
2016-10-08,10,This Is What You Came For,Calvin Harris Featuring Rihanna,21,3,7,False
2016-10-08,11,Ride,Twenty One Pilots,28,5,9,False
2016-10-08,12,Needed Me,Rihanna,34,7,11,False
2016-10-08,13,Send My Love (To Your New Lover),Adele,19,8,10,False
2016-10-08,14,One Dance,Drake Featuring Wizkid & Kyla,25,1,14,False
2016-10-08,15,Too Good,Drake Featuring Rihanna,21,14,16,False
2016-10-08,16,Gold,Kiiara,18,16,20,False
2016-10-08,17,Can't Stop The Feeling!,Justin Timberlake,20,1,18,False
2016-10-08,18,Side To Side,Ariana Grande Featuring Nicki Minaj,4,18,19,False
2016-10-08,19,I Hate U I Love U,Gnash Featuring Olivia O'Brien,23,19,23,False
2016-10-08,20,Into You,Ariana Grande,19,13,17,False
2016-10-08,21,Forever Country,"Artists Of Then, Now & Forever",1,21,0,True
2016-10-08,22,Luv,Tory Lanez,13,19,21,False
2016-10-08,23,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",13,15,22,False
2016-10-08,24,My Way,Calvin Harris,1,24,0,True
2016-10-08,25,Hymn For The Weekend,Coldplay,17,25,26,False
2016-10-08,26,This Girl,Kungs vs Cookin' On 3 Burners,9,26,31,False
2016-10-08,27,Unsteady,X Ambassadors,19,27,29,False
2016-10-08,28,Panda,Desiigner,31,1,25,False
2016-10-08,29,"Sit Still, Look Pretty",Daya,17,28,32,False
2016-10-08,30,For Free,DJ Khaled Featuring Drake,16,13,27,False
2016-10-08,31,Starving,Hailee Steinfeld & Grey Featuring Zedd,8,31,33,False
2016-10-08,32,No Limit,Usher Featuring Young Thug,13,32,37,False
2016-10-08,33,Controlla,Drake,21,16,30,False
2016-10-08,34,The Greatest,Sia Featuring Kendrick Lamar,3,24,24,False
2016-10-08,35,Tiimmy Turner,Desiigner,9,34,34,False
2016-10-08,36,Never Be Like You,Flume Featuring Kai,25,20,28,False
2016-10-08,37,Setting The World On Fire,Kenny Chesney Featuring P!nk,8,29,40,False
2016-10-08,38,Just Like Fire,P!nk,23,10,36,False
2016-10-08,39,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,30,4,35,False
2016-10-08,40,Starboy,The Weeknd Featuring Daft Punk,1,40,0,True
2016-10-08,41,Work,Rihanna Featuring Drake,35,1,41,False
2016-10-08,42,Perfect Illusion,Lady Gaga,2,15,15,False
2016-10-08,43,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,8,43,50,False
2016-10-08,44,Low Life,Future Featuring The Weeknd,33,18,44,False
2016-10-08,45,I Took A Pill In Ibiza,Mike Posner,36,4,43,False
2016-10-08,46,7 Years,Lukas Graham,36,2,45,False
2016-10-08,47,H.O.L.Y.,Florida Georgia Line,21,14,49,False
2016-10-08,48,Different For Girls,Dierks Bentley Featuring Elle King,16,42,42,False
2016-10-08,49,In The Name Of Love,Martin Garrix & Bebe Rexha,6,49,51,False
2016-10-08,50,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,6,43,48,False
2016-10-08,51,Mama Said,Lukas Graham,10,36,46,False
2016-10-08,52,OOOUUU,Young M.A,4,52,67,False
2016-10-08,53,It Don't Hurt Like It Used To,Billy Currington,9,53,55,False
2016-10-08,54,Peter Pan,Kelsea Ballerini,17,35,39,False
2016-10-08,55,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,18,55,63,False
2016-10-08,56,"Father Stretch My Hands, Pt. 1",Kanye West,20,37,56,False
2016-10-08,57,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,1,57,0,True
2016-10-08,58,Scars To Your Beautiful,Alessia Cara,4,58,62,False
2016-10-08,59,Middle Of A Memory,Cole Swindell,9,59,64,False
2016-10-08,60,Blue Ain't Your Color,Keith Urban,2,60,73,False
2016-10-08,61,Money Longer,Lil Uzi Vert,15,54,54,False
2016-10-08,62,Fade,Kanye West,3,47,47,False
2016-10-08,63,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,14,24,52,False
2016-10-08,64,Rock On,Tucker Beathard,6,64,65,False
2016-10-08,65,Caroline,Amine,3,65,70,False
2016-10-08,66,Me Too,Meghan Trainor,19,13,53,False
2016-10-08,67,I Met A Girl,William Michael Morgan,5,67,71,False
2016-10-08,68,You & Me,Marc E. Bassy Featuring G-Eazy,11,58,61,False
2016-10-08,69,Vice,Miranda Lambert,10,47,60,False
2016-10-08,70,1 Night,Lil Yachty,7,70,83,False
2016-10-08,71,Move,Luke Bryan,5,71,80,False
2016-10-08,72,Make You Miss Me,Sam Hunt,17,45,57,False
2016-10-08,73,I Got The Keys,DJ Khaled Featuring Jay Z & Future,13,30,59,False
2016-10-08,74,May We All,Florida Georgia Line Featuring Tim McGraw,4,56,86,False
2016-10-08,75,A Little More Summertime,Jason Aldean,3,69,69,False
2016-10-08,76,Come And See Me,PARTYNEXTDOOR Featuring Drake,12,65,82,False
2016-10-08,77,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2,77,96,False
2016-10-08,78,THat Part,ScHoolboy Q Featuring Kanye West,16,40,66,False
2016-10-08,79,I Know Somebody,LoCash,4,79,85,False
2016-10-08,80,You Look Like I Need A Drink,Justin Moore,7,79,91,False
2016-10-08,81,Sleep Without You,Brett Young,2,81,89,False
2016-10-08,82,Gangsta,Kehlani,7,41,74,False
2016-10-08,83,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,10,66,68,False
2016-10-08,84,X,21 Savage & Metro Boomin Featuring Future,2,84,98,False
2016-10-08,85,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,5,81,81,False
2016-10-08,86,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,14,62,77,False
2016-10-08,87,Key To The Streets,Yfn Lucci Featuring Migos & Trouble,1,87,0,True
2016-10-08,88,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",7,88,95,False
2016-10-08,89,Hold Up,Beyonce,8,13,88,False
2016-10-08,90,Purple Lamborghini,Skrillex & Rick Ross,9,33,78,False
2016-10-08,91,Cancer,Twenty One Pilots,1,91,0,True
2016-10-08,92,My PYT,Wale,15,54,84,False
2016-10-08,93,You Was Right,Lil Uzi Vert,11,89,99,False
2016-10-08,94,With You Tonight / Hasta El Amanecer,Nicky Jam,18,73,92,False
2016-10-08,95,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",6,91,93,False
2016-10-08,96,Grass Ain't Greener,Chris Brown,4,71,94,False
2016-10-08,97,Goosebumps,Travis Scott,2,92,0,False
2016-10-08,98,No Shopping,French Montana Featuring Drake,10,36,97,False
2016-10-08,99,You Don't Own Me,Grace Featuring G-Eazy,18,57,100,False
2016-10-08,100,Lockjaw,French Montana Featuring Kodak Black,11,73,0,False
2016-10-15,1,Closer,The Chainsmokers Featuring Halsey,9,1,1,False
2016-10-15,2,Heathens,Twenty One Pilots,15,2,2,False
2016-10-15,3,Starboy,The Weeknd Featuring Daft Punk,2,3,40,False
2016-10-15,4,Cold Water,Major Lazer Featuring Justin Bieber & Mo,10,2,3,False
2016-10-15,5,Let Me Love You,DJ Snake Featuring Justin Bieber,8,4,4,False
2016-10-15,6,Treat You Better,Shawn Mendes,17,6,6,False
2016-10-15,7,Cheap Thrills,Sia Featuring Sean Paul,33,1,5,False
2016-10-15,8,Broccoli,D.R.A.M. Featuring Lil Yachty,16,8,8,False
2016-10-15,9,Don't Let Me Down,The Chainsmokers Featuring Daya,33,3,7,False
2016-10-15,10,This Is What You Came For,Calvin Harris Featuring Rihanna,22,3,10,False
2016-10-15,11,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,17,9,9,False
2016-10-15,12,Ride,Twenty One Pilots,29,5,11,False
2016-10-15,13,I Hate U I Love U,Gnash Featuring Olivia O'Brien,24,13,19,False
2016-10-15,14,One Dance,Drake Featuring Wizkid & Kyla,26,1,14,False
2016-10-15,15,Gold,Kiiara,19,15,16,False
2016-10-15,16,Send My Love (To Your New Lover),Adele,20,8,13,False
2016-10-15,17,Needed Me,Rihanna,35,7,12,False
2016-10-15,18,Too Good,Drake Featuring Rihanna,22,14,15,False
2016-10-15,19,Side To Side,Ariana Grande Featuring Nicki Minaj,5,18,18,False
2016-10-15,20,Can't Stop The Feeling!,Justin Timberlake,21,1,17,False
2016-10-15,21,Luv,Tory Lanez,14,19,22,False
2016-10-15,22,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",14,15,23,False
2016-10-15,23,Into You,Ariana Grande,20,13,20,False
2016-10-15,24,Starving,Hailee Steinfeld & Grey Featuring Zedd,9,24,31,False
2016-10-15,25,Hymn For The Weekend,Coldplay,18,25,25,False
2016-10-15,26,Unsteady,X Ambassadors,20,26,27,False
2016-10-15,27,My Way,Calvin Harris,2,24,24,False
2016-10-15,28,Panda,Desiigner,32,1,28,False
2016-10-15,29,This Girl,Kungs vs Cookin' On 3 Burners,10,26,26,False
2016-10-15,30,The Greatest,Sia Featuring Kendrick Lamar,4,24,34,False
2016-10-15,31,For Free,DJ Khaled Featuring Drake,17,13,30,False
2016-10-15,32,Controlla,Drake,22,16,33,False
2016-10-15,33,"Sit Still, Look Pretty",Daya,18,28,29,False
2016-10-15,34,Forever Country,"Artists Of Then, Now & Forever",2,21,21,False
2016-10-15,35,No Limit,Usher Featuring Young Thug,14,32,32,False
2016-10-15,36,OOOUUU,Young M.A,5,36,52,False
2016-10-15,37,Setting The World On Fire,Kenny Chesney Featuring P!nk,9,29,37,False
2016-10-15,38,Just Like Fire,P!nk,24,10,38,False
2016-10-15,39,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,31,4,39,False
2016-10-15,40,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,9,40,43,False
2016-10-15,41,Black Beatles,Rae Sremmurd Featuring Gucci Mane,3,41,77,False
2016-10-15,42,Low Life,Future Featuring The Weeknd,34,18,44,False
2016-10-15,43,Tiimmy Turner,Desiigner,10,34,35,False
2016-10-15,44,It Don't Hurt Like It Used To,Billy Currington,10,44,53,False
2016-10-15,45,Work,Rihanna Featuring Drake,36,1,41,False
2016-10-15,46,I Took A Pill In Ibiza,Mike Posner,37,4,45,False
2016-10-15,47,In The Name Of Love,Martin Garrix & Bebe Rexha,7,47,49,False
2016-10-15,48,Never Be Like You,Flume Featuring Kai,26,20,36,False
2016-10-15,49,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,7,43,50,False
2016-10-15,50,H.O.L.Y.,Florida Georgia Line,22,14,47,False
2016-10-15,51,Scars To Your Beautiful,Alessia Cara,5,51,58,False
2016-10-15,52,Caroline,Amine,4,52,65,False
2016-10-15,53,Blue Ain't Your Color,Keith Urban,3,53,60,False
2016-10-15,54,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,19,54,55,False
2016-10-15,55,Different For Girls,Dierks Bentley Featuring Elle King,17,42,48,False
2016-10-15,56,Middle Of A Memory,Cole Swindell,10,56,59,False
2016-10-15,57,"Father Stretch My Hands, Pt. 1",Kanye West,21,37,56,False
2016-10-15,58,Fade,Kanye West,4,47,62,False
2016-10-15,59,Perfect Illusion,Lady Gaga,3,15,42,False
2016-10-15,60,I Met A Girl,William Michael Morgan,6,60,67,False
2016-10-15,61,Move,Luke Bryan,6,61,71,False
2016-10-15,62,1 Night,Lil Yachty,8,62,70,False
2016-10-15,63,This Town,Niall Horan,1,63,0,True
2016-10-15,64,Vice,Miranda Lambert,11,47,69,False
2016-10-15,65,May We All,Florida Georgia Line Featuring Tim McGraw,5,56,74,False
2016-10-15,66,Money Longer,Lil Uzi Vert,16,54,61,False
2016-10-15,67,Rock On,Tucker Beathard,7,64,64,False
2016-10-15,68,Mercy,Shawn Mendes,2,68,0,False
2016-10-15,69,Peter Pan,Kelsea Ballerini,18,35,54,False
2016-10-15,70,Come And See Me,PARTYNEXTDOOR Featuring Drake,13,65,76,False
2016-10-15,71,A Little More Summertime,Jason Aldean,4,69,75,False
2016-10-15,72,I Know Somebody,LoCash,5,72,79,False
2016-10-15,73,Mama Said,Lukas Graham,11,36,51,False
2016-10-15,74,You & Me,Marc E. Bassy Featuring G-Eazy,12,58,68,False
2016-10-15,75,Me Too,Meghan Trainor,20,13,66,False
2016-10-15,76,Sleep Without You,Brett Young,3,76,81,False
2016-10-15,77,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,15,24,63,False
2016-10-15,78,X,21 Savage & Metro Boomin Featuring Future,3,78,84,False
2016-10-15,79,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,6,79,85,False
2016-10-15,80,Make You Miss Me,Sam Hunt,18,45,72,False
2016-10-15,81,I Got The Keys,DJ Khaled Featuring Jay Z & Future,14,30,73,False
2016-10-15,82,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",8,82,88,False
2016-10-15,83,THat Part,ScHoolboy Q Featuring Kanye West,17,40,78,False
2016-10-15,84,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,11,66,83,False
2016-10-15,85,You Was Right,Lil Uzi Vert,12,85,93,False
2016-10-15,86,Key To The Streets,Yfn Lucci Featuring Migos & Trouble,2,86,87,False
2016-10-15,87,Hold Up,Beyonce,9,13,89,False
2016-10-15,88,Gangsta,Kehlani,8,41,82,False
2016-10-15,89,HandClap,Fitz And The Tantrums,1,89,0,True
2016-10-15,90,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,15,62,86,False
2016-10-15,91,Goosebumps,Travis Scott,3,91,97,False
2016-10-15,92,Song For Another Time,Old Dominion,1,92,0,True
2016-10-15,93,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",7,91,95,False
2016-10-15,94,Capsize,Frenship & Emily Warren,1,94,0,True
2016-10-15,95,CRZY,Kehlani,1,95,0,True
2016-10-15,96,Purple Lamborghini,Skrillex & Rick Ross,10,33,90,False
2016-10-15,97,With You Tonight / Hasta El Amanecer,Nicky Jam,19,73,94,False
2016-10-15,98,Cool Girl,Tove Lo,4,84,0,False
2016-10-15,99,You Look Like I Need A Drink,Justin Moore,8,79,80,False
2016-10-15,100,No Shopping,French Montana Featuring Drake,11,36,98,False
2016-10-22,1,Closer,The Chainsmokers Featuring Halsey,10,1,1,False
2016-10-22,2,Starboy,The Weeknd Featuring Daft Punk,3,2,3,False
2016-10-22,3,Heathens,Twenty One Pilots,16,2,2,False
2016-10-22,4,Cold Water,Major Lazer Featuring Justin Bieber & Mo,11,2,4,False
2016-10-22,5,Let Me Love You,DJ Snake Featuring Justin Bieber,9,4,5,False
2016-10-22,6,Broccoli,D.R.A.M. Featuring Lil Yachty,17,6,8,False
2016-10-22,7,Treat You Better,Shawn Mendes,18,6,6,False
2016-10-22,8,Cheap Thrills,Sia Featuring Sean Paul,34,1,7,False
2016-10-22,9,Don't Let Me Down,The Chainsmokers Featuring Daya,34,3,9,False
2016-10-22,10,I Hate U I Love U,Gnash Featuring Olivia O'Brien,25,10,13,False
2016-10-22,11,This Is What You Came For,Calvin Harris Featuring Rihanna,23,3,10,False
2016-10-22,12,Side To Side,Ariana Grande Featuring Nicki Minaj,6,12,19,False
2016-10-22,13,Gold,Kiiara,20,13,15,False
2016-10-22,14,Ride,Twenty One Pilots,30,5,12,False
2016-10-22,15,Needed Me,Rihanna,36,7,17,False
2016-10-22,16,One Dance,Drake Featuring Wizkid & Kyla,27,1,14,False
2016-10-22,17,Send My Love (To Your New Lover),Adele,21,8,16,False
2016-10-22,18,All We Know,The Chainsmokers Featuring Phoebe Ryan,1,18,0,True
2016-10-22,19,Too Good,Drake Featuring Rihanna,23,14,18,False
2016-10-22,20,Starving,Hailee Steinfeld & Grey Featuring Zedd,10,20,24,False
2016-10-22,21,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,18,9,11,False
2016-10-22,22,Luv,Tory Lanez,15,19,21,False
2016-10-22,23,Can't Stop The Feeling!,Justin Timberlake,22,1,20,False
2016-10-22,24,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",15,15,22,False
2016-10-22,25,This Town,Niall Horan,2,25,63,False
2016-10-22,26,Hymn For The Weekend,Coldplay,19,25,25,False
2016-10-22,27,The Greatest,Sia Featuring Kendrick Lamar,5,24,30,False
2016-10-22,28,My Way,Calvin Harris,3,24,27,False
2016-10-22,29,OOOUUU,Young M.A,6,29,36,False
2016-10-22,30,Unsteady,X Ambassadors,21,26,26,False
2016-10-22,31,Into You,Ariana Grande,21,13,23,False
2016-10-22,32,"Sit Still, Look Pretty",Daya,19,28,33,False
2016-10-22,33,Panda,Desiigner,33,1,28,False
2016-10-22,34,Setting The World On Fire,Kenny Chesney Featuring P!nk,10,29,37,False
2016-10-22,35,Tiimmy Turner,Desiigner,11,34,43,False
2016-10-22,36,Controlla,Drake,23,16,32,False
2016-10-22,37,For Free,DJ Khaled Featuring Drake,18,13,31,False
2016-10-22,38,Black Beatles,Rae Sremmurd Featuring Gucci Mane,4,38,41,False
2016-10-22,39,No Limit,Usher Featuring Young Thug,15,32,35,False
2016-10-22,40,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,10,40,40,False
2016-10-22,41,In The Name Of Love,Martin Garrix & Bebe Rexha,8,41,47,False
2016-10-22,42,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,32,4,39,False
2016-10-22,43,Just Like Fire,P!nk,25,10,38,False
2016-10-22,44,Caroline,Amine,5,44,52,False
2016-10-22,45,Blue Ain't Your Color,Keith Urban,4,45,53,False
2016-10-22,46,Scars To Your Beautiful,Alessia Cara,6,46,51,False
2016-10-22,47,This Girl,Kungs vs Cookin' On 3 Burners,11,26,29,False
2016-10-22,48,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,8,43,49,False
2016-10-22,49,Low Life,Future Featuring The Weeknd,35,18,42,False
2016-10-22,50,It Don't Hurt Like It Used To,Billy Currington,11,44,44,False
2016-10-22,51,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,20,51,54,False
2016-10-22,52,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",9,52,82,False
2016-10-22,53,Middle Of A Memory,Cole Swindell,11,53,56,False
2016-10-22,54,Fade,Kanye West,5,47,58,False
2016-10-22,55,Move,Luke Bryan,7,55,61,False
2016-10-22,56,"Father Stretch My Hands, Pt. 1",Kanye West,22,37,57,False
2016-10-22,57,1 Night,Lil Yachty,9,57,62,False
2016-10-22,58,I Know Somebody,LoCash,6,58,72,False
2016-10-22,59,May We All,Florida Georgia Line Featuring Tim McGraw,6,56,65,False
2016-10-22,60,Say It,Flume Featuring Tove Lo,1,60,0,True
2016-10-22,61,I Met A Girl,William Michael Morgan,7,60,60,False
2016-10-22,62,Rock On,Tucker Beathard,8,62,67,False
2016-10-22,63,False Alarm,The Weeknd,1,63,0,True
2016-10-22,64,Vice,Miranda Lambert,12,47,64,False
2016-10-22,65,Come And See Me,PARTYNEXTDOOR Featuring Drake,14,65,70,False
