chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2019-05-04,46,Suge,DaBaby,4,46,51,False
2019-05-04,47,Baby Shark,Pinkfong,17,32,43,False
2019-05-04,48,Whiskey Glasses,Morgan Wallen,8,48,55,False
2019-05-04,49,Here Tonight,Brett Young,16,42,42,False
2019-05-04,50,Youngblood,5 Seconds of Summer,47,7,47,False
2019-05-04,51,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,4,26,27,False
2019-05-04,52,Good As You,Kane Brown,9,52,54,False
2019-05-04,53,Look What God Gave Her,Thomas Rhett,8,48,53,False
2019-05-04,54,Swervin,A Boogie wit da Hoodie Featuring 6ix9ine,18,38,48,False
2019-05-04,55,Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,11,52,52,False
2019-05-04,56,Make It Sweet,Old Dominion,17,56,57,False
2019-05-04,57,Close Friends,Lil Baby,26,28,58,False
2019-05-04,58,Worth It,YK Osiris,10,55,60,False
2019-05-04,59,Miss Me More,Kelsea Ballerini,12,59,63,False
2019-05-04,60,Pop Out,Polo G Featuring Lil Tjay,5,60,74,False
2019-05-04,61,Night Shift,Jon Pardi,10,61,70,False
2019-05-04,62,Walk Me Home,P!nk,8,54,71,False
2019-05-04,63,Mixed Personalities,YNW Melly Featuring Kanye West,14,42,59,False
2019-05-04,64,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,7,62,62,False
2019-05-04,65,You Should See Me In A Crown,Billie Eilish,5,41,65,False
2019-05-04,66,Robbery,Juice WRLD,10,27,61,False
2019-05-04,67,Rumor,Lee Brice,7,67,69,False
2019-05-04,68,Love Ain't,Eli Young Band,2,68,81,False
2019-05-04,69,Cool,Jonas Brothers,3,27,75,False
2019-05-04,70,Don't Call Me Up,Mabel,5,67,67,False
2019-05-04,71,Calma,Pedro Capo X Farruko,6,71,0,False
2019-05-04,72,Girls Need Love,Summer Walker X Drake,9,37,77,False
2019-05-04,73,Wish You Were Gay,Billie Eilish,8,31,64,False
2019-05-04,74,GIRL,Maren Morris,8,61,79,False
2019-05-04,75,Before I Let Go,Beyonce,1,75,0,True
2019-05-04,76,Big Ole Freak,Megan Thee Stallion,3,76,84,False
2019-05-04,77,Put A Date On It,Yo Gotti Featuring Lil Baby,13,46,85,False
2019-05-04,78,Talk You Out Of It,Florida Georgia Line,10,78,93,False
2019-05-04,79,Shot Clock,Ella Mai,13,62,78,False
2019-05-04,80,"Hey Look Ma, I Made It",Panic! At The Disco,2,80,96,False
2019-05-04,81,I'm So Tired...,Lauv & Troye Sivan,3,81,94,False
2019-05-04,82,That's A Rack,Lil Uzi Vert,2,76,76,False
2019-05-04,83,Secreto,Anuel AA & Karol G,9,68,0,False
2019-05-04,84,Ocean Eyes,Billie Eilish,10,84,91,False
2019-05-04,85,Bad Liar,Imagine Dragons,9,56,80,False
2019-05-04,86,Kill This Love,BLACKPINK,3,41,73,False
2019-05-04,87,SOS,Avicii Featuring Aloe Blacc,2,68,68,False
2019-05-04,88,Faucet Failure,Ski Mask The Slump God,9,87,89,False
2019-05-04,89,On My Way To You,Cody Johnson,9,89,100,False
2019-05-04,90,Slide,French Montana Featuring Blueface & Lil Tjay,1,90,0,True
2019-05-04,91,Saturday Nights,Khalid & Kane Brown,12,57,86,False
2019-05-04,92,Pure Cocaine,Lil Baby,16,46,0,False
2019-05-04,93,Love Someone,Brett Eldredge,1,93,0,True
2019-05-04,94,This Is It,Scotty McCreery,20,42,97,False
2019-05-04,95,My Strange Addiction,Billie Eilish,4,43,88,False
2019-05-04,96,Shotta Flow,NLE Choppa,1,96,0,True
2019-05-04,97,Let Me Down Slowly,Alec Benjamin + Alessia Cara,9,79,99,False
2019-05-04,98,Xanny,Billie Eilish,4,35,90,False
2019-05-04,99,One That Got Away,Michael Ray,9,67,87,False
2019-05-04,100,ME!,Taylor Swift Featuring Brendon Urie,1,100,0,True
2019-05-11,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,9,1,1,False
2019-05-11,2,ME!,Taylor Swift Featuring Brendon Urie,2,2,100,False
2019-05-11,3,Wow.,Post Malone,19,2,2,False
2019-05-11,4,Sucker,Jonas Brothers,9,1,5,False
2019-05-11,5,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,28,1,3,False
2019-05-11,6,7 Rings,Ariana Grande,15,1,4,False
2019-05-11,7,Without Me,Halsey,30,1,6,False
2019-05-11,8,Dancing With A Stranger,Sam Smith & Normani,16,7,7,False
2019-05-11,9,Bad Guy,Billie Eilish,5,7,9,False
2019-05-11,10,Talk,Khalid,12,8,8,False
2019-05-11,11,Sweet But Psycho,Ava Max,20,11,11,False
2019-05-11,12,Middle Child,J. Cole,15,4,10,False
2019-05-11,13,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,12,2,14,False
2019-05-11,14,Happier,Marshmello & Bastille,37,2,12,False
2019-05-11,15,Shallow,Lady Gaga & Bradley Cooper,31,1,15,False
2019-05-11,16,Going Bad,Meek Mill Featuring Drake,22,6,16,False
2019-05-11,17,Eastside,"Benny Blanco, Halsey & Khalid",42,9,18,False
2019-05-11,18,High Hopes,Panic! At The Disco,39,4,20,False
2019-05-11,19,Please Me,Cardi B & Bruno Mars,11,3,13,False
2019-05-11,20,Better,Khalid,33,8,19,False
2019-05-11,21,Girls Like You,Maroon 5 Featuring Cardi B,49,1,22,False
2019-05-11,22,A Lot,21 Savage,19,12,24,False
2019-05-11,23,Pure Water,Mustard & Migos,14,23,23,False
2019-05-11,24,Sicko Mode,Travis Scott,39,1,25,False
2019-05-11,25,Thotiana,Blueface,16,8,21,False
2019-05-11,26,Be Alright,Dean Lewis,27,23,27,False
2019-05-11,27,Suge,DaBaby,5,27,46,False
2019-05-11,28,Beautiful Crazy,Luke Combs,25,21,26,False
2019-05-11,29,Look Back At It,A Boogie wit da Hoodie,21,28,28,False
2019-05-11,30,Act Up,City Girls,9,30,30,False
2019-05-11,31,Here With Me,Marshmello Featuring Chvrches,8,31,37,False
2019-05-11,32,Envy Me,Calboy,20,31,31,False
2019-05-11,33,Whiskey Glasses,Morgan Wallen,9,33,48,False
2019-05-11,34,God's Country,Blake Shelton,5,34,43,False
2019-05-11,35,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,13,34,34,False
2019-05-11,36,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,24,24,29,False
2019-05-11,37,Drip Too Hard,Lil Baby & Gunna,33,4,33,False
2019-05-11,38,Eyes On You,Chase Rice,11,38,44,False
2019-05-11,39,When The Party's Over,Billie Eilish,25,29,38,False
2019-05-11,40,Boy With Luv,BTS Featuring Halsey,3,8,40,False
2019-05-11,41,Earth,Lil Dicky,2,17,17,False
2019-05-11,42,Sanguine Paradise,Lil Uzi Vert,3,28,32,False
2019-05-11,43,You Say,Lauren Daigle,42,29,45,False
2019-05-11,44,Murder On My Mind,YNW Melly,15,14,35,False
2019-05-11,45,Bury A Friend,Billie Eilish,14,14,36,False
2019-05-11,46,Good As You,Kane Brown,10,46,52,False
2019-05-11,47,Clout,Offset Featuring Cardi B,4,39,39,False
2019-05-11,48,"Thank U, Next",Ariana Grande,26,1,41,False
2019-05-11,49,Walk Me Home,P!nk,9,49,62,False
2019-05-11,50,Youngblood,5 Seconds of Summer,48,7,50,False
2019-05-11,51,Pop Out,Polo G Featuring Lil Tjay,6,51,60,False
2019-05-11,52,Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,12,52,55,False
2019-05-11,53,Look What God Gave Her,Thomas Rhett,9,48,53,False
2019-05-11,54,Here Tonight,Brett Young,17,42,49,False
2019-05-11,55,Baby Shark,Pinkfong,18,32,47,False
2019-05-11,56,Close Friends,Lil Baby,27,28,57,False
2019-05-11,57,Worth It,YK Osiris,11,55,58,False
2019-05-11,58,Swervin,A Boogie wit da Hoodie Featuring 6ix9ine,19,38,54,False
2019-05-11,59,Night Shift,Jon Pardi,11,59,61,False
2019-05-11,60,Love Ain't,Eli Young Band,3,60,68,False
2019-05-11,61,Rumor,Lee Brice,8,61,67,False
2019-05-11,62,Miss Me More,Kelsea Ballerini,13,59,59,False
2019-05-11,63,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,5,26,51,False
2019-05-11,64,Make It Sweet,Old Dominion,18,56,56,False
2019-05-11,65,Before I Let Go,Beyonce,2,65,75,False
2019-05-11,66,"Hey Look Ma, I Made It",Panic! At The Disco,3,66,80,False
2019-05-11,67,Floating,ScHoolboy Q Featuring 21 Savage,1,67,0,True
2019-05-11,68,Robbery,Juice WRLD,11,27,66,False
2019-05-11,69,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,1,69,0,True
2019-05-11,70,Big Ole Freak,Megan Thee Stallion,4,70,76,False
2019-05-11,71,Don't Call Me Up,Mabel,6,67,70,False
2019-05-11,72,Cool,Jonas Brothers,4,27,69,False
2019-05-11,73,Calma,Pedro Capo X Farruko,7,71,71,False
2019-05-11,74,Girls Need Love,Summer Walker X Drake,10,37,72,False
2019-05-11,75,GIRL,Maren Morris,9,61,74,False
2019-05-11,76,Mixed Personalities,YNW Melly Featuring Kanye West,15,42,63,False
2019-05-11,77,That's A Rack,Lil Uzi Vert,3,76,82,False
2019-05-11,78,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,8,62,64,False
2019-05-11,79,Wish You Were Gay,Billie Eilish,9,31,73,False
2019-05-11,80,You Should See Me In A Crown,Billie Eilish,6,41,65,False
2019-05-11,81,Put A Date On It,Yo Gotti Featuring Lil Baby,14,46,77,False
2019-05-11,82,Talk You Out Of It,Florida Georgia Line,11,78,78,False
2019-05-11,83,I'm So Tired...,Lauv & Troye Sivan,4,81,81,False
2019-05-11,84,On My Way To You,Cody Johnson,10,84,89,False
2019-05-11,85,CHopstix,ScHoolboy Q + Travis Scott,1,85,0,True
2019-05-11,86,Shotta Flow,NLE Choppa,2,86,96,False
2019-05-11,87,Shot Clock,Ella Mai,14,62,79,False
2019-05-11,88,Ocean Eyes,Billie Eilish,11,84,84,False
2019-05-11,89,Secreto,Anuel AA & Karol G,10,68,83,False
2019-05-11,90,Light It Up,"Marshmello, Tyga & Chris Brown",1,90,0,True
2019-05-11,91,Love Someone,Brett Eldredge,2,91,93,False
2019-05-11,92,Power Is Power,"SZA, The Weeknd & Travis Scott",1,92,0,True
2019-05-11,93,Faucet Failure,Ski Mask The Slump God,10,87,88,False
2019-05-11,94,Knockin' Boots,Luke Bryan,1,94,0,True
2019-05-11,95,Numb Numb Juice,ScHoolboy Q,2,55,0,False
2019-05-11,96,Love Me Anyway,P!nk Featuring Chris Stapleton,1,96,0,True
2019-05-11,97,24/7,Meek Mill Featuring Ella Mai,4,54,0,False
2019-05-11,98,Stop Snitching,YG,1,98,0,True
2019-05-11,99,SOS,Avicii Featuring Aloe Blacc,3,68,87,False
2019-05-11,100,Kill This Love,BLACKPINK,4,41,86,False
2019-05-18,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,10,1,1,False
2019-05-18,2,If I Can't Have You,Shawn Mendes,1,2,0,True
2019-05-18,3,ME!,Taylor Swift Featuring Brendon Urie,3,2,2,False
2019-05-18,4,Sucker,Jonas Brothers,10,1,4,False
2019-05-18,5,Homicide,Logic Featuring Eminem,1,5,0,True
2019-05-18,6,Wow.,Post Malone,20,2,3,False
2019-05-18,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,29,1,5,False
2019-05-18,8,Without Me,Halsey,31,1,7,False
2019-05-18,9,Bad Guy,Billie Eilish,6,7,9,False
2019-05-18,10,7 Rings,Ariana Grande,16,1,6,False
2019-05-18,11,Dancing With A Stranger,Sam Smith & Normani,17,7,8,False
2019-05-18,12,Talk,Khalid,13,8,10,False
2019-05-18,13,Sweet But Psycho,Ava Max,21,11,11,False
2019-05-18,14,Middle Child,J. Cole,16,4,12,False
2019-05-18,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,13,2,13,False
2019-05-18,16,Happier,Marshmello & Bastille,38,2,14,False
2019-05-18,17,Going Bad,Meek Mill Featuring Drake,23,6,16,False
2019-05-18,18,Eastside,"Benny Blanco, Halsey & Khalid",43,9,17,False
2019-05-18,19,Shallow,Lady Gaga & Bradley Cooper,32,1,15,False
2019-05-18,20,High Hopes,Panic! At The Disco,40,4,18,False
2019-05-18,21,Better,Khalid,34,8,20,False
2019-05-18,22,Suge,DaBaby,6,22,27,False
2019-05-18,23,Please Me,Cardi B & Bruno Mars,12,3,19,False
2019-05-18,24,Pure Water,Mustard & Migos,15,23,23,False
2019-05-18,25,Girls Like You,Maroon 5 Featuring Cardi B,50,1,21,False
2019-05-18,26,Sicko Mode,Travis Scott,40,1,24,False
2019-05-18,27,Look Back At It,A Boogie wit da Hoodie,22,27,29,False
2019-05-18,28,Whiskey Glasses,Morgan Wallen,10,28,33,False
2019-05-18,29,Act Up,City Girls,10,29,30,False
2019-05-18,30,A Lot,21 Savage,20,12,22,False
2019-05-18,31,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,14,31,35,False
2019-05-18,32,Beautiful Crazy,Luke Combs,26,21,28,False
2019-05-18,33,God's Country,Blake Shelton,6,33,34,False
2019-05-18,34,Here With Me,Marshmello Featuring Chvrches,9,31,31,False
2019-05-18,35,Envy Me,Calboy,21,31,32,False
2019-05-18,36,Thotiana,Blueface,17,8,25,False
2019-05-18,37,Be Alright,Dean Lewis,28,23,26,False
2019-05-18,38,Eyes On You,Chase Rice,12,38,38,False
2019-05-18,39,Pop Out,Polo G Featuring Lil Tjay,7,39,51,False
2019-05-18,40,When The Party's Over,Billie Eilish,26,29,39,False
2019-05-18,41,Drip Too Hard,Lil Baby & Gunna,34,4,37,False
2019-05-18,42,Good As You,Kane Brown,11,42,46,False
2019-05-18,43,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,25,24,36,False
2019-05-18,44,Clout,Offset Featuring Cardi B,5,39,47,False
2019-05-18,45,You Say,Lauren Daigle,43,29,43,False
2019-05-18,46,Bury A Friend,Billie Eilish,15,14,45,False
2019-05-18,47,Sanguine Paradise,Lil Uzi Vert,4,28,42,False
2019-05-18,48,"Thank U, Next",Ariana Grande,27,1,48,False
2019-05-18,49,Murder On My Mind,YNW Melly,16,14,44,False
2019-05-18,50,Truth Hurts,Lizzo,1,50,0,True
2019-05-18,51,Boy With Luv,BTS Featuring Halsey,4,8,40,False
2019-05-18,52,Worth It,YK Osiris,12,52,57,False
2019-05-18,53,Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,13,52,52,False
2019-05-18,54,Close Friends,Lil Baby,28,28,56,False
2019-05-18,55,Look What God Gave Her,Thomas Rhett,10,48,53,False
2019-05-18,56,Night Shift,Jon Pardi,12,56,59,False
2019-05-18,57,Rumor,Lee Brice,9,57,61,False
2019-05-18,58,Walk Me Home,P!nk,10,49,49,False
2019-05-18,59,"Hey Look Ma, I Made It",Panic! At The Disco,4,59,66,False
2019-05-18,60,Love Ain't,Eli Young Band,4,60,60,False
2019-05-18,61,Earth,Lil Dicky,3,17,41,False
2019-05-18,62,Baby Shark,Pinkfong,19,32,55,False
2019-05-18,63,Swervin,A Boogie wit da Hoodie Featuring 6ix9ine,20,38,58,False
2019-05-18,64,Miss Me More,Kelsea Ballerini,14,59,62,False
2019-05-18,65,Big Ole Freak,Megan Thee Stallion,5,65,70,False
2019-05-18,66,Here Tonight,Brett Young,18,42,54,False
2019-05-18,67,Before I Let Go,Beyonce,3,65,65,False
2019-05-18,68,Beer Never Broke My Heart,Luke Combs,1,68,0,True
2019-05-18,69,Don't Call Me Up,Mabel,7,67,71,False
2019-05-18,70,Cool,Jonas Brothers,5,27,72,False
2019-05-18,71,Go Loko,"YG, Tyga & Jon Z",1,71,0,True
2019-05-18,72,GIRL,Maren Morris,10,61,75,False
2019-05-18,73,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,6,26,63,False
2019-05-18,74,Robbery,Juice WRLD,12,27,68,False
2019-05-18,75,Girls Need Love,Summer Walker X Drake,11,37,74,False
2019-05-18,76,Make It Sweet,Old Dominion,19,56,64,False
2019-05-18,77,Calma,Pedro Capo X Farruko,8,71,73,False
2019-05-18,78,Mixed Personalities,YNW Melly Featuring Kanye West,16,42,76,False
2019-05-18,79,Talk You Out Of It,Florida Georgia Line,12,78,82,False
2019-05-18,80,Put A Date On It,Yo Gotti Featuring Lil Baby,15,46,81,False
2019-05-18,81,I'm So Tired...,Lauv & Troye Sivan,5,81,83,False
2019-05-18,82,Shotta Flow,NLE Choppa,3,82,86,False
2019-05-18,83,That's A Rack,Lil Uzi Vert,4,76,77,False
2019-05-18,84,Knockin' Boots,Luke Bryan,2,84,94,False
2019-05-18,85,24/7,Meek Mill Featuring Ella Mai,5,54,97,False
2019-05-18,86,You Should See Me In A Crown,Billie Eilish,7,41,80,False
2019-05-18,87,On My Way To You,Cody Johnson,11,84,84,False
2019-05-18,88,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,2,69,69,False
2019-05-18,89,Love Someone,Brett Eldredge,3,89,91,False
2019-05-18,90,Power Is Power,"SZA, The Weeknd & Travis Scott",2,90,92,False
2019-05-18,91,Middle Child,PnB Rock & XXXTENTACION,1,91,0,True
2019-05-18,92,Shot Clock,Ella Mai,15,62,87,False
2019-05-18,93,Ocean Eyes,Billie Eilish,12,84,88,False
2019-05-18,94,Wish You Were Gay,Billie Eilish,10,31,79,False
2019-05-18,95,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,9,62,78,False
2019-05-18,96,All To Myself,Dan + Shay,1,96,0,True
2019-05-18,97,Secreto,Anuel AA & Karol G,11,68,89,False
2019-05-18,98,Paradise,Bazzi,1,98,0,True
2019-05-18,99,Die Young,Roddy Ricch,1,99,0,True
2019-05-18,100,Faucet Failure,Ski Mask The Slump God,11,87,93,False
2019-05-25,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,11,1,1,False
2019-05-25,2,I Don't Care,Ed Sheeran & Justin Bieber,1,2,0,True
2019-05-25,3,Sucker,Jonas Brothers,11,1,4,False
2019-05-25,4,Bad Guy,Billie Eilish,7,4,9,False
2019-05-25,5,Wow.,Post Malone,21,2,6,False
2019-05-25,6,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,30,1,7,False
2019-05-25,7,Dancing With A Stranger,Sam Smith & Normani,18,7,11,False
2019-05-25,8,ME!,Taylor Swift Featuring Brendon Urie,4,2,3,False
2019-05-25,9,Talk,Khalid,14,8,12,False
2019-05-25,10,Without Me,Halsey,32,1,8,False
2019-05-25,11,7 Rings,Ariana Grande,17,1,10,False
2019-05-25,12,Sweet But Psycho,Ava Max,22,11,13,False
2019-05-25,13,If I Can't Have You,Shawn Mendes,2,2,2,False
2019-05-25,14,Middle Child,J. Cole,17,4,14,False
2019-05-25,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,14,2,15,False
2019-05-25,16,Suge,DaBaby,7,16,22,False
2019-05-25,17,Happier,Marshmello & Bastille,39,2,16,False
2019-05-25,18,Going Bad,Meek Mill Featuring Drake,24,6,17,False
2019-05-25,19,Eastside,"Benny Blanco, Halsey & Khalid",44,9,18,False
2019-05-25,20,High Hopes,Panic! At The Disco,41,4,20,False
2019-05-25,21,Homicide,Logic Featuring Eminem,2,5,5,False
2019-05-25,22,Shallow,Lady Gaga & Bradley Cooper,33,1,19,False
2019-05-25,23,Better,Khalid,35,8,21,False
2019-05-25,24,God's Country,Blake Shelton,7,24,33,False
2019-05-25,25,Whiskey Glasses,Morgan Wallen,11,25,28,False
2019-05-25,26,Pure Water,Mustard & Migos,16,23,24,False
2019-05-25,27,Please Me,Cardi B & Bruno Mars,13,3,23,False
2019-05-25,28,Look Back At It,A Boogie wit da Hoodie,23,27,27,False
2019-05-25,29,Beer Never Broke My Heart,Luke Combs,2,29,68,False
2019-05-25,30,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,15,30,31,False
2019-05-25,31,Sicko Mode,Travis Scott,41,1,26,False
2019-05-25,32,Girls Like You,Maroon 5 Featuring Cardi B,51,1,25,False
2019-05-25,33,Act Up,City Girls,11,29,29,False
2019-05-25,34,Pop Out,Polo G Featuring Lil Tjay,8,34,39,False
2019-05-25,35,Envy Me,Calboy,22,31,35,False
2019-05-25,36,Beautiful Crazy,Luke Combs,27,21,32,False
2019-05-25,37,Here With Me,Marshmello Featuring Chvrches,10,31,34,False
2019-05-25,38,A Lot,21 Savage,21,12,30,False
2019-05-25,39,Good As You,Kane Brown,12,39,42,False
2019-05-25,40,When The Party's Over,Billie Eilish,27,29,40,False
2019-05-25,41,"Hey Look Ma, I Made It",Panic! At The Disco,5,41,59,False
2019-05-25,42,Truth Hurts,Lizzo,2,42,50,False
2019-05-25,43,Thotiana,Blueface,18,8,36,False
2019-05-25,44,Be Alright,Dean Lewis,29,23,37,False
2019-05-25,45,Eyes On You,Chase Rice,13,38,38,False
2019-05-25,46,Drip Too Hard,Lil Baby & Gunna,35,4,41,False
2019-05-25,47,Bury A Friend,Billie Eilish,16,14,46,False
2019-05-25,48,Look What God Gave Her,Thomas Rhett,11,48,55,False
2019-05-25,49,"Thank U, Next",Ariana Grande,28,1,48,False
2019-05-25,50,Love Ain't,Eli Young Band,5,50,60,False
2019-05-25,51,Triggered,Jhene Aiko,1,51,0,True
2019-05-25,52,Murder On My Mind,YNW Melly,17,14,49,False
2019-05-25,53,Rumor,Lee Brice,10,53,57,False
2019-05-25,54,Walk Me Home,P!nk,11,49,58,False
2019-05-25,55,Clout,Offset Featuring Cardi B,6,39,44,False
2019-05-25,56,Close Friends,Lil Baby,29,28,54,False
2019-05-25,57,Baby Shark,Pinkfong,20,32,62,False
2019-05-25,58,Worth It,YK Osiris,13,52,52,False
2019-05-25,59,Sanguine Paradise,Lil Uzi Vert,5,28,47,False
2019-05-25,60,Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,14,52,53,False
2019-05-25,61,Boy With Luv,BTS Featuring Halsey,5,8,51,False
2019-05-25,62,Put A Date On It,Yo Gotti Featuring Lil Baby,16,46,80,False
2019-05-25,63,Miss Me More,Kelsea Ballerini,15,59,64,False
2019-05-25,64,Cool,Jonas Brothers,6,27,70,False
2019-05-25,65,Big Ole Freak,Megan Thee Stallion,6,65,65,False
2019-05-25,66,Don't Call Me Up,Mabel,8,66,69,False
2019-05-25,67,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,7,26,73,False
2019-05-25,68,Night Shift,Jon Pardi,13,56,56,False
2019-05-25,69,Earth,Lil Dicky,4,17,61,False
2019-05-25,70,GIRL,Maren Morris,11,61,72,False
2019-05-25,71,Before I Let Go,Beyonce,4,65,67,False
2019-05-25,72,Girls Need Love,Summer Walker X Drake,12,37,75,False
2019-05-25,73,Soltera,"Lunay, Daddy Yankee & Bad Bunny",1,73,0,True
2019-05-25,74,Here Tonight,Brett Young,19,42,66,False
2019-05-25,75,Robbery,Juice WRLD,13,27,74,False
2019-05-25,76,Calma,Pedro Capo X Farruko,9,71,77,False
2019-05-25,77,Talk You Out Of It,Florida Georgia Line,13,77,79,False
2019-05-25,78,Love Someone,Brett Eldredge,4,78,89,False
2019-05-25,79,Go Loko,"YG, Tyga & Jon Z",2,71,71,False
2019-05-25,80,Make It Sweet,Old Dominion,20,56,76,False
2019-05-25,81,Shotta Flow,NLE Choppa,4,81,82,False
2019-05-25,82,Mixed Personalities,YNW Melly Featuring Kanye West,17,42,78,False
2019-05-25,83,Knockin' Boots,Luke Bryan,3,83,84,False
2019-05-25,84,24/7,Meek Mill Featuring Ella Mai,6,54,85,False
2019-05-25,85,Someone You Loved,Lewis Capaldi,1,85,0,True
2019-05-25,86,On My Way To You,Cody Johnson,12,84,87,False
2019-05-25,87,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,3,69,88,False
2019-05-25,88,Shot Clock,Ella Mai,16,62,92,False
2019-05-25,89,I'm So Tired...,Lauv & Troye Sivan,6,81,81,False
2019-05-25,90,Ocean Eyes,Billie Eilish,13,84,93,False
2019-05-25,91,Paradise,Bazzi,2,91,98,False
2019-05-25,92,You Should See Me In A Crown,Billie Eilish,8,41,86,False
2019-05-25,93,All To Myself,Dan + Shay,2,93,96,False
2019-05-25,94,SOS,Avicii Featuring Aloe Blacc,4,68,0,False
2019-05-25,95,Te Robare,Nicky Jam X Ozuna,1,95,0,True
2019-05-25,96,Wish You Were Gay,Billie Eilish,11,31,94,False
2019-05-25,97,That's A Rack,Lil Uzi Vert,5,76,83,False
2019-05-25,98,Rule The World,2 Chainz Featuring Ariana Grande,2,94,0,False
2019-05-25,99,Die Young,Roddy Ricch,2,99,99,False
2019-05-25,100,Juice,Lizzo,1,100,0,True
2019-06-01,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,12,1,1,False
2019-06-01,2,I Don't Care,Ed Sheeran & Justin Bieber,2,2,2,False
2019-06-01,3,Bad Guy,Billie Eilish,8,3,4,False
2019-06-01,4,Sucker,Jonas Brothers,12,1,3,False
2019-06-01,5,Talk,Khalid,15,5,9,False
2019-06-01,6,Wow.,Post Malone,22,2,5,False
2019-06-01,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,31,1,6,False
2019-06-01,8,Dancing With A Stranger,Sam Smith & Normani,19,7,7,False
2019-06-01,9,ME!,Taylor Swift Featuring Brendon Urie,5,2,8,False
2019-06-01,10,Sweet But Psycho,Ava Max,23,10,12,False
2019-06-01,11,Without Me,Halsey,33,1,10,False
2019-06-01,12,7 Rings,Ariana Grande,18,1,11,False
2019-06-01,13,EARFQUAKE,"Tyler, The Creator",1,13,0,True
2019-06-01,14,Suge,DaBaby,8,14,16,False
2019-06-01,15,Nightmare,Halsey,1,15,0,True
2019-06-01,16,If I Can't Have You,Shawn Mendes,3,2,13,False
2019-06-01,17,Middle Child,J. Cole,18,4,14,False
2019-06-01,18,Happier,Marshmello & Bastille,40,2,17,False
2019-06-01,19,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,1,19,0,True
2019-06-01,20,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,2,15,False
2019-06-01,21,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,1,21,0,True
2019-06-01,22,High Hopes,Panic! At The Disco,42,4,20,False
2019-06-01,23,Going Bad,Meek Mill Featuring Drake,25,6,18,False
2019-06-01,24,God's Country,Blake Shelton,8,24,24,False
2019-06-01,25,Eastside,"Benny Blanco, Halsey & Khalid",45,9,19,False
2019-06-01,26,Whiskey Glasses,Morgan Wallen,12,25,25,False
2019-06-01,27,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,16,27,30,False
2019-06-01,28,Pure Water,Mustard & Migos,17,23,26,False
2019-06-01,29,Look Back At It,A Boogie wit da Hoodie,24,27,28,False
2019-06-01,30,Better,Khalid,36,8,23,False
2019-06-01,31,Pop Out,Polo G Featuring Lil Tjay,9,31,34,False
2019-06-01,32,Sicko Mode,Travis Scott,42,1,31,False
2019-06-01,33,Please Me,Cardi B & Bruno Mars,14,3,27,False
2019-06-01,34,Act Up,City Girls,12,29,33,False
2019-06-01,35,Girls Like You,Maroon 5 Featuring Cardi B,52,1,32,False
2019-06-01,36,Shallow,Lady Gaga & Bradley Cooper,34,1,22,False
2019-06-01,37,Good As You,Kane Brown,13,37,39,False
2019-06-01,38,Truth Hurts,Lizzo,3,38,42,False
2019-06-01,39,Envy Me,Calboy,23,31,35,False
2019-06-01,40,When The Party's Over,Billie Eilish,28,29,40,False
2019-06-01,41,Beer Never Broke My Heart,Luke Combs,3,29,29,False
